Rent Price,Address,Location,Number of Bed,Number of Bath,Living Area (ft^2),Land Area (ft^2)
300 000,"45, rue Chapleau",Terrebonne (Terrebonne),2,2,925,6048
335 000,"1003, chemin du 6e Rang",Ste-Lucie-Des-Laurentides,5,2+1,1510,44275
425 000,"2310, rue de Contrecoeur",Mercier / Hochelaga / Maisonneuve,4,2,1600,1950
325 000,"225, boulevard Lafayette",Berthierville,6,2+2,1000,18583
389 000,"120, chemin Charlie Chaplin",Wentworth,3,1+1,1056,60610
330 000,"171, rue Désormeaux",St-Jérôme (St-Jérôme),6,2+1,1747,4950
259 000,"1403-15, boulevard la Fayette",Longueuil (Vieux-Longueuil),2,1,820,820
234 900,"7, rue Émilie Gamelin",Rivière-Du-Loup,2,1+1,860,3956
399 999,"141-143, rue Desrochers",Shannon,5,2,860,21569
589 000,"4433, rue de Gatineau",Sherbrooke (Rock Forest),4,2,1332,11250
325 000,"51, chemin de la Culbute",Val-Des-Monts,4,2,1332,40946
249 500,"401-247, rue Denison Est",Granby,2,1,1140,1153
149 000,"1611, chemin des Conifères",St-Michel-Des-Saints,1,1,996,96000
329 000,"19, chemin Métivier",St-Damien-De-Buckland,1,1,996,22891
474 000,"100, rue 8e",St-Rédempteur,6,2+1,1924,27035
369 000,"3745, rue Béliveau",Jonquière (Jonquière),3,1+1,1500,10150
555 000,"2061, Impasse du Refuge",Ste-Agathe-Des-Monts,3,2+2,1800,40000
175 000,"422, rue Antoine",Gatineau (Gatineau),2,1+1,900,3498
269 900,"1003, boulevard du Sacré-Coeur",St-Félicien,4,1+1,2370,18861
150 000,"E, Robert Road",La Pêche,4,1+1,2370,77972
232 500,"1500, chemin Saint-Michel",Alma,4,2,1120,16148
99 800,"312, rue Principale",St-Octave-De-Metis,4,1,1820,14090
459 000,"980, chemin du Village",Morin-Heights,5,4+1,3400,20000
750 000,"20661, rue Victor",Mirabel (St-Janvier),3,2,1120,1104054
384 900,"2430, avenue de la Ronde",Limoilou,6,2,1120,3624
494 000,"1141, rue des pionniers Est",Cap-St-Ignace,2,2,2200,32000
369 700,"10, rue de la Genese",Val-David,3,2+1,3100,70200
495 000,"391, rue Clermont",Louiseville,3,3+1,4000,46900
449 900,"1710, rue du Manège",Ste-Adèle,4,3+1,2350,45000
169 900,"2-205, boulevard d'Europe",Gatineau (Aylmer),2,1,1025,2109
535 000,"36, rue des Alizés",Lac-Brome,6,2+1,2565,12012
222 000,"1196, route 112",Magog,3,1+1,987,39907
239 000,"1560, rue 1ère",Richelieu,2,1,1063,1316
280 000,"1832, rue Saint-Joseph",Ste-Perpétue,4,13,2500,6000
34 500,chemin du Quai,Jonquière (Lac-Kénogami),4,13,2500,43000
70 000,Boulevard Ste-Anne,Ste-Anne-de-Beaupré,1,1,2500,12500
309 000,"1562, rue Saint-Marc",La Baie,3,2,2500,16251
369 900,"370, rue Maurice Saint-Louis",Gatineau (Aylmer),3,2,1500,6000
309 000,"2359, rue Lucien Nadeau",Sherbrooke (St-Élie-d'Orford),2,1,1200,32000
259 000,"39, rue Laberge",St-Étienne-De-Lauzon,4,2,1200,6071
35 000,rue Chantal,Mille-Isles,4,2,1200,45233
325 000,"40, avenue des Jonquilles",Gatineau (Hull),3,1+2,1166,6653
500 000,"124, rue Principale",St-Sauveur,4,2+1,1166,14000
799 900,"6, rue Sauve",Lac-Ste-Marie,3,3,2400,59850
295 000,"199, rue Trudel",Gatineau (Buckingham),3,2+1,1305,13991
400 000,"101, rue des Trois Manoirs",Breakeyville,3,1+1,1625,9290
299 900,"9, rue Diotte",Gatineau (Buckingham),4,2,1440,7723
179 000,"4, chemin de la Baie",Gracefield,3,1,1216,30375
850 000,"214, rue Lakeside",Lac Brome (Knowlton),3,2,2300,65340
330 000,"120, rue du Péridot",St-Colomban,3,1,1200,15000
240 000,"1094, route Kennedy",St-Côme-Linière,3,1,1200,34800
59 900,chemin Caron,Lac-Simon,1,1,624,44552
300 000,"223, avenue 10e",Ste-Anne-Des-Plaines,3,2,1250,5580
91 500,"260, route Langevin",St-Odilon,3,1,3600,6000
309 000,"78, rue des Orioles",Orford,2,2,1012,8049
320 000,"3415, boulevard de la Grande Baie Sud",La Baie,2,2,1012,21969
599 900,"69, rue Alphonse Daudet",Gatineau (Aylmer),5,5,2009,10008
300 000,"1117, rue Gauguin",Repentigny (Repentigny),4,1+1,1240,4132
545 000,"285, rang 5ème Est",St-Mathieu-De-Rioux,4,2+1,2200,7534737
1 049 000,"5574-5578, avenue 3e",Rosemont / La Petite Patrie,7,5,1416,1949
50 000,"152, boulevard Perron",Escuminac,5,1+1,2000,435600
998 000,lot 388,St-Jean-De-Matha,5,1+1,2000,13824628
679 000,"520, place Chenonceau",Mascouche,6,3+1,2762,14371
175 000,"57, rue de la Verendrye",Rivière-Du-Loup,2,1,1050,5790
114 999,"484, rue Apollo",Pohénégamook,2,1,838,15352
675 000,"81, chemin de la Seigneurie",Rigaud,5,3,3600,118000
249 000,"172, rue de Langelier",Gatineau (Gatineau),3,1+1,1260,3448
289 000,"39, rue Bourbeau",Beauport,4,2+1,1090,6420
44 900,"472-476, chemin Leggett",Namur,4,2+1,1090,61251
765 000,"149, rue de la Forêt Noire",Chicoutimi (Chicoutimi-Nord),3,3+1,2445,28000
445 500,"33, rue Alphonse Daudet",Gatineau (Aylmer),4,1+1,1745,11500
149 500,"2900, rue de la Traverse",Ste-Adèle,2,1,756,103833
299 999,"225, rue Pelletier",Hébertville,4,2,1599,7236
143 900,"440, rue Champagnat",Disraeli,5,2+1,1599,8500
340 500,"63, route 143",St-François-Du-Lac,2,2,1599,70000
349 500,"942, rue des Primeroses",Morin-Heights,3,2,1465,16564
310 000,"1187, chemin de la Montagne",Gatineau (Aylmer),3,1+2,2500,43560
199 900,"5-2095, chemin du Tremblay",Longueuil (Vieux-Longueuil),2,1+1,950,9918
260 000,"363, rue Valanza",Piedmont,2,1,1028,5227
575 000,"170, Albert-Dion",Sherbrooke (Deauville),4,2+2,1028,20000
169 000,"18, avenue de Melbourne Nord",Richmond,2,1+1,891,6000
375 000,"605, rue des Bosquets",Lac-St-Charles,4,2,1176,28282
275 000,"1621, rue Denis",St-Lazare,3,2+1,1800,9501
385 000,"1126, rue du Geai Bleu",St-Jérôme (Bellefeuille),2,2,1520,34000
575 000,"607, rue du Bordeaux",Rosemère,5,3+1,1700,7445
269 000,"2527, chemin des Coudriers",L'Isle-aux-Coudres,5,2+1,2940,43000
109 000,"5209, route 214",Nantes,3,2,1485,4845
318 900,"142, rue des Narcisses",Repentigny (Repentigny),6,1+1,1600,6502
49 000,"72, chemin Dubois",Lac-Saguay,6,1+1,1600,42000
225 000,"174, Route 195",St-Léon-Le-Grand,12,1+1,1600,60000
325 000,route de Duchesnay,Ste-Catherine-de-la-JC,12,1+1,1600,26100
285 000,"53, avenue Louise",St-Sauveur,3,2+1,888,5572
249 999,rue de la Valline,ND-De-L'Ile-Perrot,3,2+1,888,46000
349 900,"3-604, rue Morin",Ste-Adèle,2,1,1473,18417
319 000,"1650, avenue A-Bertrand",St-Adolphe-D'Howard,03,1+1,1312,46423
260 900,"2720, rue 207e",St-Georges,4,2,2048,40000
478 000,"175, rue de Sancerre",Gatineau (Aylmer),3,2+1,2600,5320
279 000,"59, rue Claude Monet",Gatineau (Gatineau),4,3,1200,5000
350 000,"303, rang Bois de Maska",St-François-Du-Lac,4,1,1500,592509
385 000,"1560, chemin Tour du Lac",St-Adolphe-D'Howard,3,2+1,1543,31872
369 000,"7030, rue Amyot",Trois-Rivières (Trois-Rivières-Ouest),5,3+1,2140,7452
599 000,"1223, rue Charbonneau",Prévost,3,2+1,2900,42706
430 000,"17, cercle Legault",Lac-Ste-Marie,2,1+1,2800,56628
245 000,"102, rue Paillé",St-Léon-Le-Grand,4,1+2,1980,18975
285 000,"32, rue Jacob",Drummondville (St-Nicéphore),4,2+2,1100,9600
439 000,"92, rue de Coubertin",St-Ferréol-les-Neiges,3,2+1,2000,8654
82 500,"262, route 281",St-Magloire-De-Bellechasse,3,1+1,900,17500
369 900,"4565, rue Barrette",Sherbrooke (Jacques-Cartier),4,2+1,1780,6500
349 000,"1270, chemin Lac Renaud",Ste-Adèle,3,2+1,1248,2
75 000,"4201, rue Principale",Buckland,3,1,1100,4750
724 900,"20, rue Noémie",Cantley,3,3+1,3156,86030
299 000,"4, chemin Beaulieu",Notre-Dame-de-Pontmain,4,2+1,1064,47309
380 000,"149-151, chemin Bélisle",Morin-Heights,4,2+2,1064,39859
389 000,"108, rue de Savoie",Terrebonne (Terrebonne),4,2,1604,6400
529 999,"260-262, rue de l'Atmosphère",Gatineau (Aylmer),6,3,1604,7405
Prix sur demande,"3625, rue Joseph Doutre",Saint-Laurent,7,3+1,4000,7192
255 000,"294, rue de la Volière",Ste-Anne-Des-Plaines,3,2+1,1036,7161
445 000,"11, rue Mureau",Lorraine,3,2+1,2218,6760
1 000 000,"492, chemin de la Station",Mont-Tremblant,4,3+1,3100,130680
343 500,"26, rue de la Fougère",Gatineau (Gatineau),4,3+1,1575,5000
219 900,"A-258-258, route du Canton",Brownsburg-Chatham,4,2,1575,10000
399 000,"85, rue de Zurich",Ste-Brigitte-De-Laval,3,2+1,1691,23226
340 000,"380, rue des Sables est",Rivière-à-Pierre,3,2,1968,19000
329 900,"8, rue Loyer",Val-Des-Monts,5,2,1800,46124
1 500 000,"2, rue Robinson",Repentigny (Repentigny),4,23,5000,9920
469 000,"286, rue Comtois",Chicoutimi (Chicoutimi-Nord),5,3+2,2304,25000
225 000,"2100, route 321",Lac-Simon,3,1+1,1450,43560
639 000,"40, rue Beauchesnes",St-Jean-sur-Richelieu (St-Luc),5,3+1,3570,16000
Prix sur demande,"255, rue du Quai",Desbiens,5,3+1,3570,99000
425 000,"23, avenue du Rocher",Lac-Delage,4,2+1,2629,30870
140 000,"224, rue Borduas",Trois-Rivières (Trois-Rivières-Ouest),2,1,1125,24000
259 000,"123, rue Leblanc Est",Longueuil (Vieux-Longueuil),2,1,1400,3783
394 900,"70, rue de Beloeil",Gatineau (Gatineau),5,3,1538,6000
259 000,"3362, rue Marceau",Lac-Mégantic,3,2+1,1563,15344
309 000,"236, rue de la Providence",Granby,4,2+1,1530,10400
198 000,"253-255, 1re avenue Ouest",Ste-Anne-Des-Monts,4,1+2,1371,19125
565 000,"6, chemin du Fleuve",Petite-Rivière-St-François,5,3,3831,5460
195 000,"8590, boulevard Saint-Jacques",Neufchatel,1,1,895,1985
190 000,Boulevard Labrosse,Gatineau (Gatineau),1,1,895,348480
345 000,"364, rue Sainte-Élisabeth",Chicoutimi (Chicoutimi-Nord),5,2,1200,17600
25 000,"780, chemin du lac beauchamp",St-Adolphe-D'Howard,5,2,1200,1
178 000,"347, rue Saint-Louis",Ste-Brigitte-De-Laval,2,1,1200,12593
379 000,"402-1300, rue Notre-Dame",Repentigny (Repentigny),2,1+1,1500,1174
179 000,"270, rue 126e",St-Georges,2,2,554,5972
280 000,"212, chemin Dearden",Westbury,3,2+1,2392,38880
349 000,"3960, rue Rocheleau",Longueuil (St-Hubert),5,3,1986,5088
435 900,"83, rue de Serignan",Gatineau (Gatineau),4,3,1720,5200
369 799,"55, rue Légaré",Loretteville,4,1+1,1720,6786
320 000,"1505, rue des Goelands",Ste-Catherine,2,2+1,1196,4099
359 000,"4733#1, chemin Royal",Ile d'Orléans (St-Jean),7,3,3840,14418
223 000,"14, chemin du Richelieu",Lacolle,5,1+2,1389,15950
609 500,"4086, rue de l'Orchidée",St-Bruno-De-Montarville,4,3+1,2000,7380
279 000,"2605, chemin Ste-Foy",Ste-Foy,2,1,980,980
679 000,"86, promenade du Fleuve",Batiscan,3,3+1,2117,49627
249 000,"4, rue Louisette",Victoriaville,5,33,1497,27996
370 000,"524, rue Duquet",St-Rédempteur,5,2,1300,5812
219 000,"13, avenue de Melbourne Nord",Richmond,4,1,16,20935
39 900,Avenue du lac à lunettes,Chertsey,4,1,16,28314
675 000,"43, rue des Primevères",Ste-Anne-Des-Lacs,3,2+1,2103,90000
498 000,"120, chemin des Patriotes Nord",Mont-St-Hilaire,4,1+1,2098,26010
299 000,"13, rue Sunset",Bolton-Est,4,1+1,2322,20000
274 900,"689, du Verger",St-Elzéar-de-Beauce,3,3,1779,13195
127 900,"75, boulevard des Hauts-Bois",Ste-Julie,1,1,632,102180
360 000,"292, rue Racine",Loretteville,3,3,490,4854
389 900,"29, rue de la Marquise",St-Sauveur,4,4+1,2000,11589
789 000,"132-134, chemin de Châtel",Mont-Tremblant,5,4,2000,42780
839 000,"13, chemin Coutu",St-Donat,4,2,1715,27000
325 000,"26, rue des Cerisiers",St-Hippolyte,3,2,3738,43055
400 000,"316, chemin de Ste-Anne Sud",Ste-Anne-De-La-Rochelle,3,2,1080,313632
650 000,"32, rue des Frênes",St-Philippe,5,2+1,2250,6500
169 900,"2-492, rue de Montmagny",Rimouski (Rimouski),3,2+1,2250,1622
699 000,"499, avenue Greenoch",Mont-Royal,3,1+1,1320,6617
Prix sur demande,Boul. De Bromont,Bromont,3,1+1,1320,14329
370 000,"25, rue du Parc des Érables",La Prairie,4,2,1400,6000
279 500,"24, rue Joffre",Candiac,3,1+1,1152,3393
198 000,"10, rue Guilbault",Sorel-Tracy,3,1+1,1152,12600
364 000,"711, rue Trépanier",Donnacona,4,1+1,1456,7196
959 000,"195, chemin Panoramique",Cantley,4,4+1,3300,80586
550 000,"811, boulevard St-Germain",Rimouski (Rimouski),4,4+1,3300,4451
349 000,"146, avenue 70e",St-Zotique,2,1,1049,7500
399 900,Route 220,Orford,2,1,1049,2047320
549 500,"3565, rue Froment",Longueuil (St-Hubert),4,3+1,1975,9454
4,rue Bélanger,Beaupré,4,3+1,1975,699600
"10,50","1062, rue Richelieu",St-Marc-sur-Richelieu,4,3+1,1975,27000
315 000,"5229, chemin Royal",Ile d'Orléans (St-Jean),1,1,975,22470
289 000,"58, rue Cypress",Gatineau (Gatineau),4,3,1500,4500
358 000,"139, rue des Sittelles",Chateauguay,3,2+1,1640,4276
124 900,"380, avenue Dalcourt",Louiseville,3,1,1458,5000
349 000,"35, rue Brière",St-Jacques-Le-Mineur,3,1+1,1582,21156
415 000,"105, rue de la Chateauguay",Gatineau (Gatineau),4,3,2110,10500
289 000,"8, rue De Vimy",St-Jean-sur-Richelieu (St-Athanase),2,2,1090,15000
359 000,"114, rue Choisy",Beauport,3,2+1,1012,5184
1 149 000,"965, chemin du Lac",St-Sauveur,4,2+2,1012,36080
249 900,"20, terrasse Desailliers",Mandeville,2,1+1,1000,92275
395 000,"526, rue Ruisseau-Barré",Marieville,7,3+1,836,38334
1 295 000,"218, rue de la Coulée",Mont-St-Hilaire,7,4+1,5200,10000
250 000,"10941, rue Notre-Dame ESt",Pointe-Aux-Trembles / Montréal-Est,7,4+1,5200,4000
240 000,"160, rue des Preles",Alma,3,2,1925,18510
90 000,"233, route 132 Est",Bonaventure,3,2,1925,188760
75 000,"464, route A Jean Vallée",Ste-Anne-Des-Monts,2,01,447,37400
459 000,"136, chemin H. Vipond",Val-Des-Monts,3,2+1,2000,47081
759 000,"120, chemin Du Hameau",Ste-Praxède,5,3+1,3160,35840
398 000,"210, rue St-Louis",Ste-Brigitte-De-Laval,3,2+1,1234,1928448
299 900,"2271, route 132 Est",Rimouski (Le Bic),8,71,2475,44553
162 000,"4712, rue des Jardins",St-Antoine-De-Tilly,2,2,935,20147
39 000,Lot LM109 - Chemin de la Martine,Petite-Rivière-St-François,2,2,935,32291
219 500,"2482, route du Fleuve",Les Éboulements,2,2,1800,8124
589 000,"52, chemin des Générations",Val-Des-Monts,4,1+1,2225,49000
495 000,"37, chemin Fournel",Ste-Anne-Des-Lacs,4,2,1440,17176
229 000,"101, rue Fraser",Matane,4,2,1440,9902
329 000,"141, rue de la Corse",Gatineau (Aylmer),5,2+1,1200,6000
135 000,"155, rue Landry",Cap-Chat,2,1+1,1200,41000
139 900,"890, chemin du Rocher Boisé",Ste-Adèle,1,1,650,1200
389 900,"68, rue Tamarack",Morin-Heights,2,2+1,1890,41625
408 000,"155, chemin Ernest Martin",Marston,4,2,1200,28500
275 000,"2, chemin Belvedere",Grenville-sur-la-Rouge,4,2,2041,54000
352 000,"280, chemin Des Cerfs",Lachute,3,1+1,1380,66227
399 900,"115, rue Monet",Cantley,3,2,2000,43810
585 000,"10, rue des Cimes",Shefford,4,2,2800,216000
49 900,Chemin Marie-Anne Simard,Petite-Rivière-St-François,4,2,2800,35262
495 000,"385, rang des Grenier",Piopolis,4,3,2122,42900
393 000,"415, avenue de la Mennais",La Prairie,4,1+1,1800,6500
329 000,"376, avenue Legendre",Ste-Foy,3,1+1,1408,3806
Prix sur demande,"275, rue Josée",Charlesbourg,4,1+1,1560,7220
2 000 000,Chemin Lavoie,La Malbaie (St-Fidèle),4,1+1,1560,6800000
200 000,"380, rue des Artistes",St-Calixte,4,2,1584,20000
90 000,"443, boulevard Saint-Laurent E",Louiseville,4,2,1584,34200
109 950,"50, route 287 Sud",Mont-Carmel,2,1+1,1584,10500
299 900,"737, St-Francois",Granby,4,2,2584,8268
240 000,"21, rue des Dériveurs",Fossambault-Sur-Le-Lac,2,1+1,960,21312
389 000,"7181, rue de l'Étourneau",Charny,3,1+2,1565,6000
799 000,", rue Dudemaine",Ahuntsic / Cartierville,4,2+1,1565,6377
85 000,"16, rue Duke",Fort-Coulonge,3,1+1,1300,6996
595 000,"1661, rue des Tangaras",Prévost,4,3,1300,38000
287 000,"89, chemin des Fougeroles",Lac-Beauport,3,1+1,1200,1452
324 000,"102, rue de l'Accueil",St-Colomban,3,1+1,1650,37200
400 000,"17, rue de Lucerne",Ste-Brigitte-De-Laval,3,1+1,1248,15210
795 000,"7445, rue du Bord du Fleuve",Trois-Rivières (Trois-Rivières-Ouest),4,2+1,1248,46800
500 000,"12001, route Pauzé",Entrelacs,4,2+1,1248,476518
185 000,"414, chemin Catherine-Delzenne",Les Éboulements,4,2+1,1248,35960
279 000,"1, chemin Des Vieilles Côtes",Petite-Rivière-St-François,2,1,1312,40114
428 000,"140, rue Cyr",Granby,3,2,1463,6344
235 000,"434-436, boulevard Leclerc Ouest",Granby,4,2,1463,5167
279 000,"1500, rue René Barthe",Trois-Rivières (Trois-Rivières),4,3+1,1905,7150
579 000,"3211, boulevard de Boucherville",St-Bruno-De-Montarville,3,1+1,1910,6480
980 000,"104, rue du Malakoff",St-Romuald,5,3+1,4400,8400
620 000,"595, rue du Boisé",La Pocatiere,4,2+1,2563,45876
299 000,"14, rue Henri IV",Bromont,3,2+1,1400,11302
68 000,",",Notre-Dame-Des-Bois,3,2+1,1400,38760
549 900,"1300, rue du Vice Roi",Sherbrooke (Fleurimont),4,1+2,2400,11657
230 000,"1672, rang Saint-François",Ste-Julienne,4,2,1800,27025
324 500,"192, rue Désilets",Sherbrooke (Fleurimont),3,1+1,2000,8195
385 000,165-167 rue Saint-Charles,St-Jean-sur-Richelieu (St-Jean-sur-Richelieu),7,2+1,2000,6175
289 900,"434, rang De L'Acadie, RR 1",St-Antoine-sur-Richelieu,3,1,1200,25047
239 500,"125, rue Beaudry-Nord",Joliette,4,3,1296,6500
188 900,"205, boulevard Des Vétérans",Cowansville,4,2,7199,7200
400 000,"205, rue F.X.Charbonneau",Drummondville (Drummondville),4,2+1,1674,12600
275 000,"905, rue des Primeroses",Morin-Heights,3,1+1,1300,17538
319 000,"243, rue Fontaine",St-Jean-sur-Richelieu (L'Acadie),5,1+1,1860,16145
1 025 000,"86,",Ste-Catherine-De-Hatley,5,1+1,1860,3759878
975 000,"105,",Ste-Catherine-De-Hatley,5,1+1,1860,4568053
298 000,"207-3000, boulevard de Boucherville",St-Bruno-De-Montarville,1,2+1,1250,21800
569 900,"29, rue St-Flavien",Vieux-Québec,1,1,1130,783
125 000,"629, De Gaspé Ouest",St-Jean-Port-Joli,4,3,2262,111000
Prix sur demande,"620, rue de l'Aéroport",Labelle,4,3,2262,28392
510 000,"2879, rue Marie Victorin",Mascouche,4,1+1,2262,10200
305 000,"196, boulevard Trudelle",Boischatel,4,2,1489,30000
175 000,", chemin Old Notch",Sutton,4,2,1489,862488
210 000,Malcom-Fraser,La Malbaie (Cap-À-L'Aigle),4,2,1489,106347
49 000,Chemin de l'Escale,St-Adolphe-D'Howard,4,2,1489,50000
279 000,"44, Fortin",Danville,6,2+2,2400,80000
370 000,"523, route 309",Val-Des-Bois,2,1,1384,39062
435 000,1456 Principale,St-Amable,5,2+1,2200,17671
599 000,"150-152, rue de Springfield",Longueuil (Greenfield Park),6,3+1,2200,7500
299 700,"43, rue des Goélands",Cap-Santé,5,2+2,2200,15000
294 900,"2916, rue des Amarantes",Vaudreuil-Dorion,2,1+1,1019,3500
649 000,"19, rue de la Pêche",Breakeyville,6,3,4650,46000
850 000,Rue de Belleville,Charlesbourg,6,3,4650,850000
139 000,"Domaine du Massif, lot 62 chemin du plateau",Petite-Rivière-St-François,6,3,4650,33681
223 000,"1, chemin de L'Islet",L'Isle-aux-Coudres (St-Louis),2,1+1,4650,17173
4 885 000,"4145, chemin du Moulin",Ste-Adèle,5,3+1,4500,2482920
469 000,"2205-2207, rue Lauzon",Val-David,6,3,4500,14910
499 900,"8, impasse des Fauvettes",Cantley,4,3+1,3500,43560
25 000,"Chemin,  Petit 3e",St-Adrien,2,2,1131,108900
795 000,"161, rue des Montagnais",Gatineau (Aylmer),4,3+1,2800,20000
339 900,"811, boulevard Hurtubise",Gatineau (Gatineau),3,1+1,1275,6458
350 000,"4901, route 161",Chesterville,4,2,1500,40000
110 000,"Terrains à vendre, Les Îles du Lac St-Pierre",La Visitation-de-l'Ile-Dupas,4,2,1500,805140
220 000,"1280, chemin Girard",St-Félicien,2,1,1100,25000
415 000,"121-80, Grande-Allée Est",Montcalm,3,2,1427,473
319 000,"798, rue St-Louis",St-Eugène-De-Grantham,5,2,1040,419719
739 000,"140, 7 rang Ouest",St-François-Xavier-De-Viger,3,1,1040,14366591
795 000,"6210, rue 18 ieme",St-Ferdinand,3,2+1,1040,28296
945 000,"1465, chemin Georgeville",Magog,4,3,4198,52898
749 000,"1005, chemin Des Sittelles",St-Damien,3,1+1,2700,2723333
199 000,"109, rang St-Guillaume",St-Léon-De-Standon,2,1+1,1152,32000
449 000,"6015, boulevard Pontbriand",Rawdon,4,1+1,1680,35520
195 000,"410, boulevard Malcom-Fraser",La Malbaie (Cap-À-L'Aigle),4,1+1,1680,95000
329 000,"2, rue Woodard",Sutton,6,2,1376,25833
270 000,"6865, rue Baillargeon",Brossard,5,2+1,1500,2100
174 900,"2269, boulevard Fiset",Sorel-Tracy,3,2+1,1176,20400
134 500,"2, rang Sud",Gaspé,3,2+1,1176,10225714
304 900,"1736, chemin du Mont-Gabriel",Ste-Adèle,3,2+1,1176,6976
795 000,"1545, rue des Quatre-Saisons",Ste-Adèle,8,5,1176,17000
29 900,"88 et 126, chemin Monette",Cayamant,8,5,1176,40250
448 500,"951, rue Des Frênes",Otterburn Park,3,1+1,1900,8000
55 000,Lac-Grenier,St-Aime-Du-Lac-Des-Iles,3,1+1,1900,46339
55 000,chemin du Lac-aux-Bouleaux,St-Aime-Du-Lac-Des-Iles,3,1+1,1900,48312
19 500,Chemin des Cascades,St-Damien,3,1+1,1900,55200
133 500,"2341, rue du Versant",Magog,2,1+1,967,12759
287 900,"222, rue Chapleau",Terrebonne (Terrebonne),4,2,1000,4000
859 000,"3396, avenue 7e",Laval-Ouest,4,2+1,3960,9932
145 000,"1810, chemin du Parc",Mandeville,4,2+1,400,45000
249 900,"16, rue Voce",Morin-Heights,2,1+1,1600,22600
259 000,"847, rue Lavigne",Ste-Julienne,2,1+1,1100,28500
Prix sur demande,"320, boulevard Desjardins",Maniwaki,2,1+1,1100,120000
369 000,"15, rue Dansereau",Pont-Rouge,3,2,1428,9600
